May 29, 2020   20:40:20
Cyclic Voltammetry
File: h:\mof-crpyz-edlc(pseduca)\6-3electrode-1m emimcl\1-12.6mg-cm2-0.8\cv-2.csv
Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.8
Low E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.002
Segment = 4
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Segment 1:
Segment 2:

Segment 3:
Segment 4:

Potential/V, Current/A, Charge/C, Time/s
0.291, -1.057e-4, -6.087e-3, 6.550e+2
0.290, -1.063e-4, -6.140e-3, 6.555e+2
0.289, -1.066e-4, -6.194e-3, 6.560e+2
0.288, -1.071e-4, -6.247e-3, 6.565e+2
0.287, -1.079e-4, -6.301e-3, 6.570e+2
0.286, -1.082e-4, -6.355e-3, 6.575e+2
0.285, -1.090e-4, -6.410e-3, 6.580e+2
0.284, -1.099e-4, -6.465e-3, 6.585e+2
0.283, -1.103e-4, -6.520e-3, 6.590e+2
0.282, -1.108e-4, -6.575e-3, 6.595e+2
0.281, -1.110e-4, -6.631e-3, 6.600e+2
0.280, -1.113e-4, -6.686e-3, 6.605e+2
0.279, -1.118e-4, -6.742e-3, 6.610e+2
0.278, -1.121e-4, -6.798e-3, 6.615e+2
0.277, -1.126e-4, -6.855e-3, 6.620e+2
0.276, -1.133e-4, -6.911e-3, 6.625e+2
0.275, -1.138e-4, -6.968e-3, 6.630e+2
0.274, -1.146e-4, -7.025e-3, 6.635e+2
0.273, -1.154e-4, -7.083e-3, 6.640e+2
0.272, -1.161e-4, -7.141e-3, 6.645e+2
0.271, -1.170e-4, -7.200e-3, 6.650e+2
0.270, -1.178e-4, -7.259e-3, 6.655e+2
0.269, -1.187e-4, -7.318e-3, 6.660e+2
0.268, -1.196e-4, -7.378e-3, 6.665e+2
0.267, -1.203e-4, -7.438e-3, 6.670e+2
0.266, -1.212e-4, -7.498e-3, 6.675e+2
0.265, -1.221e-4, -7.560e-3, 6.680e+2
0.264, -1.231e-4, -7.621e-3, 6.685e+2
0.263, -1.241e-4, -7.683e-3, 6.690e+2
0.262, -1.250e-4, -7.746e-3, 6.695e+2
0.261, -1.261e-4, -7.809e-3, 6.700e+2
0.260, -1.270e-4, -7.872e-3, 6.705e+2
0.259, -1.277e-4, -7.936e-3, 6.710e+2
0.258, -1.289e-4, -8.001e-3, 6.715e+2
0.257, -1.299e-4, -8.065e-3, 6.720e+2
0.256, -1.306e-4, -8.131e-3, 6.725e+2
0.255, -1.317e-4, -8.197e-3, 6.730e+2
0.254, -1.321e-4, -8.263e-3, 6.735e+2
0.253, -1.329e-4, -8.329e-3, 6.740e+2
0.252, -1.339e-4, -8.396e-3, 6.745e+2
0.251, -1.347e-4, -8.463e-3, 6.750e+2
0.250, -1.357e-4, -8.531e-3, 6.755e+2
0.249, -1.365e-4, -8.600e-3, 6.760e+2
0.248, -1.374e-4, -8.668e-3, 6.765e+2
0.247, -1.385e-4, -8.737e-3, 6.770e+2
0.246, -1.388e-4, -8.807e-3, 6.775e+2
0.245, -1.395e-4, -8.877e-3, 6.780e+2
0.244, -1.402e-4, -8.947e-3, 6.785e+2
0.243, -1.404e-4, -9.017e-3, 6.790e+2
0.242, -1.413e-4, -9.088e-3, 6.795e+2
0.241, -1.418e-4, -9.158e-3, 6.800e+2
0.240, -1.424e-4, -9.230e-3, 6.805e+2
0.239, -1.434e-4, -9.301e-3, 6.810e+2
0.238, -1.440e-4, -9.373e-3, 6.815e+2
0.237, -1.448e-4, -9.446e-3, 6.820e+2
0.236, -1.461e-4, -9.519e-3, 6.825e+2
0.235, -1.468e-4, -9.592e-3, 6.830e+2
0.234, -1.480e-4, -9.666e-3, 6.835e+2
0.233, -1.491e-4, -9.741e-3, 6.840e+2
0.232, -1.502e-4, -9.816e-3, 6.845e+2
0.231, -1.513e-4, -9.892e-3, 6.850e+2
0.230, -1.522e-4, -9.968e-3, 6.855e+2
0.229, -1.535e-4, -1.004e-2, 6.860e+2
0.228, -1.549e-4, -1.012e-2, 6.865e+2
0.227, -1.557e-4, -1.020e-2, 6.870e+2
0.226, -1.569e-4, -1.028e-2, 6.875e+2
0.225, -1.583e-4, -1.036e-2, 6.880e+2
0.224, -1.594e-4, -1.044e-2, 6.885e+2
0.223, -1.608e-4, -1.052e-2, 6.890e+2
0.222, -1.617e-4, -1.060e-2, 6.895e+2
0.221, -1.626e-4, -1.068e-2, 6.900e+2
0.220, -1.638e-4, -1.076e-2, 6.905e+2
0.219, -1.646e-4, -1.084e-2, 6.910e+2
0.218, -1.655e-4, -1.093e-2, 6.915e+2
0.217, -1.663e-4, -1.101e-2, 6.920e+2
0.216, -1.671e-4, -1.109e-2, 6.925e+2
0.215, -1.681e-4, -1.118e-2, 6.930e+2
0.214, -1.689e-4, -1.126e-2, 6.935e+2
0.213, -1.703e-4, -1.135e-2, 6.940e+2
0.212, -1.712e-4, -1.143e-2, 6.945e+2
0.211, -1.722e-4, -1.152e-2, 6.950e+2
0.210, -1.735e-4, -1.161e-2, 6.955e+2
0.209, -1.745e-4, -1.169e-2, 6.960e+2
0.208, -1.755e-4, -1.178e-2, 6.965e+2
0.207, -1.770e-4, -1.187e-2, 6.970e+2
0.206, -1.782e-4, -1.196e-2, 6.975e+2
0.205, -1.798e-4, -1.205e-2, 6.980e+2
0.204, -1.810e-4, -1.214e-2, 6.985e+2
0.203, -1.820e-4, -1.223e-2, 6.990e+2
0.202, -1.835e-4, -1.232e-2, 6.995e+2
0.201, -1.844e-4, -1.241e-2, 7.000e+2
0.200, -1.857e-4, -1.251e-2, 7.005e+2
0.199, -1.873e-4, -1.260e-2, 7.010e+2
0.198, -1.886e-4, -1.269e-2, 7.015e+2
0.197, -1.903e-4, -1.279e-2, 7.020e+2
0.196, -1.917e-4, -1.289e-2, 7.025e+2
0.195, -1.925e-4, -1.298e-2, 7.030e+2
0.194, -1.939e-4, -1.308e-2, 7.035e+2
0.193, -1.949e-4, -1.318e-2, 7.040e+2
0.192, -1.959e-4, -1.327e-2, 7.045e+2
0.191, -1.971e-4, -1.337e-2, 7.050e+2
0.190, -1.981e-4, -1.347e-2, 7.055e+2
0.189, -1.991e-4, -1.357e-2, 7.060e+2
0.188, -2.003e-4, -1.367e-2, 7.065e+2
0.187, -2.010e-4, -1.377e-2, 7.070e+2
0.186, -2.022e-4, -1.387e-2, 7.075e+2
0.185, -2.033e-4, -1.397e-2, 7.080e+2
0.184, -2.045e-4, -1.408e-2, 7.085e+2
0.183, -2.059e-4, -1.418e-2, 7.090e+2
0.182, -2.069e-4, -1.428e-2, 7.095e+2
0.181, -2.086e-4, -1.439e-2, 7.100e+2
0.180, -2.103e-4, -1.449e-2, 7.105e+2
0.179, -2.116e-4, -1.460e-2, 7.110e+2
0.178, -2.135e-4, -1.470e-2, 7.115e+2
0.177, -2.155e-4, -1.481e-2, 7.120e+2
0.176, -2.169e-4, -1.492e-2, 7.125e+2
0.175, -2.188e-4, -1.503e-2, 7.130e+2
0.174, -2.204e-4, -1.514e-2, 7.135e+2
0.173, -2.222e-4, -1.525e-2, 7.140e+2
0.172, -2.242e-4, -1.536e-2, 7.145e+2
0.171, -2.255e-4, -1.548e-2, 7.150e+2
0.170, -2.275e-4, -1.559e-2, 7.155e+2
0.169, -2.291e-4, -1.570e-2, 7.160e+2
0.168, -2.308e-4, -1.582e-2, 7.165e+2
0.167, -2.329e-4, -1.594e-2, 7.170e+2
0.166, -2.345e-4, -1.605e-2, 7.175e+2
0.165, -2.363e-4, -1.617e-2, 7.180e+2
0.164, -2.382e-4, -1.629e-2, 7.185e+2
0.163, -2.397e-4, -1.641e-2, 7.190e+2
0.162, -2.418e-4, -1.653e-2, 7.195e+2
0.161, -2.436e-4, -1.665e-2, 7.200e+2
0.160, -2.459e-4, -1.678e-2, 7.205e+2
0.159, -2.470e-4, -1.690e-2, 7.210e+2
0.158, -2.484e-4, -1.702e-2, 7.215e+2
0.157, -2.501e-4, -1.715e-2, 7.220e+2
0.156, -2.522e-4, -1.728e-2, 7.225e+2
0.155, -2.538e-4, -1.740e-2, 7.230e+2
0.154, -2.556e-4, -1.753e-2, 7.235e+2
0.153, -2.573e-4, -1.766e-2, 7.240e+2
0.152, -2.590e-4, -1.779e-2, 7.245e+2
0.151, -2.609e-4, -1.792e-2, 7.250e+2
0.150, -2.626e-4, -1.805e-2, 7.255e+2
0.149, -2.646e-4, -1.818e-2, 7.260e+2
0.148, -2.668e-4, -1.832e-2, 7.265e+2
0.147, -2.685e-4, -1.845e-2, 7.270e+2
0.146, -2.705e-4, -1.859e-2, 7.275e+2
0.145, -2.723e-4, -1.872e-2, 7.280e+2
0.144, -2.741e-4, -1.886e-2, 7.285e+2
0.143, -2.761e-4, -1.900e-2, 7.290e+2
0.142, -2.777e-4, -1.914e-2, 7.295e+2
0.141, -2.798e-4, -1.928e-2, 7.300e+2
0.140, -2.821e-4, -1.942e-2, 7.305e+2
0.139, -2.840e-4, -1.956e-2, 7.310e+2
0.138, -2.858e-4, -1.970e-2, 7.315e+2
0.137, -2.874e-4, -1.985e-2, 7.320e+2
0.136, -2.891e-4, -1.999e-2, 7.325e+2
0.135, -2.910e-4, -2.014e-2, 7.330e+2
0.134, -2.929e-4, -2.028e-2, 7.335e+2
0.133, -2.950e-4, -2.043e-2, 7.340e+2
0.132, -2.970e-4, -2.058e-2, 7.345e+2
0.131, -2.986e-4, -2.073e-2, 7.350e+2
0.130, -3.006e-4, -2.088e-2, 7.355e+2
0.129, -3.025e-4, -2.103e-2, 7.360e+2
0.128, -3.041e-4, -2.118e-2, 7.365e+2
0.127, -3.062e-4, -2.133e-2, 7.370e+2
0.126, -3.079e-4, -2.149e-2, 7.375e+2
0.125, -3.099e-4, -2.164e-2, 7.380e+2
0.124, -3.111e-4, -2.180e-2, 7.385e+2
0.123, -3.118e-4, -2.195e-2, 7.390e+2
0.122, -3.129e-4, -2.211e-2, 7.395e+2
0.121, -3.139e-4, -2.227e-2, 7.400e+2
0.120, -3.150e-4, -2.242e-2, 7.405e+2
0.119, -3.163e-4, -2.258e-2, 7.410e+2
0.118, -3.175e-4, -2.274e-2, 7.415e+2
0.117, -3.191e-4, -2.290e-2, 7.420e+2
0.116, -3.208e-4, -2.306e-2, 7.425e+2
0.115, -3.222e-4, -2.322e-2, 7.430e+2
0.114, -3.240e-4, -2.338e-2, 7.435e+2
0.113, -3.257e-4, -2.355e-2, 7.440e+2
0.112, -3.272e-4, -2.371e-2, 7.445e+2
0.111, -3.290e-4, -2.388e-2, 7.450e+2
0.110, -3.306e-4, -2.404e-2, 7.455e+2
0.109, -3.324e-4, -2.421e-2, 7.460e+2
0.108, -3.339e-4, -2.437e-2, 7.465e+2
0.107, -3.351e-4, -2.454e-2, 7.470e+2
0.106, -3.378e-4, -2.471e-2, 7.475e+2
0.105, -3.384e-4, -2.488e-2, 7.480e+2
0.104, -3.395e-4, -2.505e-2, 7.485e+2
0.103, -3.411e-4, -2.522e-2, 7.490e+2
0.102, -3.429e-4, -2.539e-2, 7.495e+2
0.101, -3.443e-4, -2.556e-2, 7.500e+2
0.100, -3.459e-4, -2.574e-2, 7.505e+2
0.099, -3.470e-4, -2.591e-2, 7.510e+2
0.098, -3.487e-4, -2.608e-2, 7.515e+2
0.097, -3.502e-4, -2.626e-2, 7.520e+2
0.096, -3.521e-4, -2.644e-2, 7.525e+2
0.095, -3.543e-4, -2.661e-2, 7.530e+2
0.094, -3.562e-4, -2.679e-2, 7.535e+2
0.093, -3.583e-4, -2.697e-2, 7.540e+2
0.092, -3.596e-4, -2.715e-2, 7.545e+2
0.091, -3.606e-4, -2.733e-2, 7.550e+2
0.090, -3.617e-4, -2.751e-2, 7.555e+2
0.089, -3.628e-4, -2.769e-2, 7.560e+2
0.088, -3.637e-4, -2.787e-2, 7.565e+2
0.087, -3.651e-4, -2.806e-2, 7.570e+2
0.086, -3.656e-4, -2.824e-2, 7.575e+2
0.085, -3.671e-4, -2.842e-2, 7.580e+2
0.084, -3.688e-4, -2.861e-2, 7.585e+2
0.083, -3.700e-4, -2.879e-2, 7.590e+2
0.082, -3.719e-4, -2.898e-2, 7.595e+2
0.081, -3.734e-4, -2.917e-2, 7.600e+2
0.080, -3.749e-4, -2.935e-2, 7.605e+2
0.079, -3.768e-4, -2.954e-2, 7.610e+2
0.078, -3.782e-4, -2.973e-2, 7.615e+2
0.077, -3.795e-4, -2.992e-2, 7.620e+2
0.076, -3.811e-4, -3.011e-2, 7.625e+2
0.075, -3.820e-4, -3.030e-2, 7.630e+2
0.074, -3.832e-4, -3.049e-2, 7.635e+2
0.073, -3.843e-4, -3.069e-2, 7.640e+2
0.072, -3.853e-4, -3.088e-2, 7.645e+2
0.071, -3.866e-4, -3.107e-2, 7.650e+2
0.070, -3.876e-4, -3.126e-2, 7.655e+2
0.069, -3.886e-4, -3.146e-2, 7.660e+2
0.068, -3.899e-4, -3.165e-2, 7.665e+2
0.067, -3.907e-4, -3.185e-2, 7.670e+2
0.066, -3.922e-4, -3.205e-2, 7.675e+2
0.065, -3.935e-4, -3.224e-2, 7.680e+2
0.064, -3.945e-4, -3.244e-2, 7.685e+2
0.063, -3.962e-4, -3.264e-2, 7.690e+2
0.062, -3.980e-4, -3.284e-2, 7.695e+2
0.061, -3.998e-4, -3.304e-2, 7.700e+2
0.060, -4.011e-4, -3.324e-2, 7.705e+2
0.059, -4.020e-4, -3.344e-2, 7.710e+2
0.058, -4.029e-4, -3.364e-2, 7.715e+2
0.057, -4.037e-4, -3.384e-2, 7.720e+2
0.056, -4.047e-4, -3.404e-2, 7.725e+2
0.055, -4.061e-4, -3.425e-2, 7.730e+2
0.054, -4.071e-4, -3.445e-2, 7.735e+2
0.053, -4.085e-4, -3.465e-2, 7.740e+2
0.052, -4.099e-4, -3.486e-2, 7.745e+2
0.051, -4.110e-4, -3.507e-2, 7.750e+2
0.050, -4.125e-4, -3.527e-2, 7.755e+2
0.049, -4.139e-4, -3.548e-2, 7.760e+2
0.048, -4.151e-4, -3.569e-2, 7.765e+2
0.047, -4.167e-4, -3.589e-2, 7.770e+2
0.046, -4.180e-4, -3.610e-2, 7.775e+2
0.045, -4.193e-4, -3.631e-2, 7.780e+2
0.044, -4.210e-4, -3.652e-2, 7.785e+2
0.043, -4.222e-4, -3.673e-2, 7.790e+2
0.042, -4.239e-4, -3.695e-2, 7.795e+2
0.041, -4.254e-4, -3.716e-2, 7.800e+2
0.040, -4.269e-4, -3.737e-2, 7.805e+2
0.039, -4.287e-4, -3.759e-2, 7.810e+2
0.038, -4.297e-4, -3.780e-2, 7.815e+2
0.037, -4.313e-4, -3.802e-2, 7.820e+2
0.036, -4.327e-4, -3.823e-2, 7.825e+2
0.035, -4.338e-4, -3.845e-2, 7.830e+2
0.034, -4.352e-4, -3.867e-2, 7.835e+2
0.033, -4.364e-4, -3.889e-2, 7.840e+2
0.032, -4.378e-4, -3.911e-2, 7.845e+2
0.031, -4.394e-4, -3.933e-2, 7.850e+2
0.030, -4.406e-4, -3.955e-2, 7.855e+2
0.029, -4.422e-4, -3.977e-2, 7.860e+2
0.028, -4.437e-4, -3.999e-2, 7.865e+2
0.027, -4.450e-4, -4.021e-2, 7.870e+2
0.026, -4.466e-4, -4.043e-2, 7.875e+2
0.025, -4.480e-4, -4.066e-2, 7.880e+2
0.024, -4.496e-4, -4.088e-2, 7.885e+2
0.023, -4.513e-4, -4.111e-2, 7.890e+2
0.022, -4.527e-4, -4.134e-2, 7.895e+2
0.021, -4.547e-4, -4.156e-2, 7.900e+2
0.020, -4.565e-4, -4.179e-2, 7.905e+2
0.019, -4.581e-4, -4.202e-2, 7.910e+2
0.018, -4.602e-4, -4.225e-2, 7.915e+2
0.017, -4.618e-4, -4.248e-2, 7.920e+2
0.016, -4.634e-4, -4.271e-2, 7.925e+2
0.015, -4.653e-4, -4.295e-2, 7.930e+2
0.014, -4.669e-4, -4.318e-2, 7.935e+2
0.013, -4.689e-4, -4.341e-2, 7.940e+2
0.012, -4.709e-4, -4.365e-2, 7.945e+2
0.011, -4.728e-4, -4.388e-2, 7.950e+2
0.010, -4.748e-4, -4.412e-2, 7.955e+2
0.009, -4.768e-4, -4.436e-2, 7.960e+2
0.008, -4.789e-4, -4.460e-2, 7.965e+2
0.007, -4.810e-4, -4.484e-2, 7.970e+2
0.006, -4.826e-4, -4.508e-2, 7.975e+2
0.005, -4.847e-4, -4.532e-2, 7.980e+2
0.004, -4.866e-4, -4.557e-2, 7.985e+2
0.003, -4.881e-4, -4.581e-2, 7.990e+2
0.002, -4.902e-4, -4.606e-2, 7.995e+2
0.001, -4.920e-4, -4.630e-2, 8.000e+2
0.000, -4.597e-4, -2.299e-4, 8.005e+2
0.001, -3.801e-4, -4.199e-4, 8.010e+2
0.002, -3.299e-4, -5.849e-4, 8.015e+2
0.003, -2.953e-4, -7.326e-4, 8.020e+2
0.004, -2.684e-4, -8.668e-4, 8.025e+2
0.005, -2.474e-4, -9.905e-4, 8.030e+2
0.006, -2.296e-4, -1.105e-3, 8.035e+2
0.007, -2.145e-4, -1.213e-3, 8.040e+2
0.008, -2.016e-4, -1.313e-3, 8.045e+2
0.009, -1.891e-4, -1.408e-3, 8.050e+2
0.010, -1.782e-4, -1.497e-3, 8.055e+2
0.011, -1.682e-4, -1.581e-3, 8.060e+2
0.012, -1.590e-4, -1.661e-3, 8.065e+2
0.013, -1.520e-4, -1.737e-3, 8.070e+2
0.014, -1.440e-4, -1.809e-3, 8.075e+2
0.015, -1.360e-4, -1.877e-3, 8.080e+2
0.016, -1.296e-4, -1.941e-3, 8.085e+2
0.017, -1.225e-4, -2.003e-3, 8.090e+2
0.018, -1.154e-4, -2.060e-3, 8.095e+2
0.019, -1.088e-4, -2.115e-3, 8.100e+2
0.020, -1.023e-4, -2.166e-3, 8.105e+2
0.021, -9.640e-5, -2.214e-3, 8.110e+2
0.022, -9.118e-5, -2.260e-3, 8.115e+2
0.023, -8.614e-5, -2.303e-3, 8.120e+2
0.024, -8.175e-5, -2.344e-3, 8.125e+2
0.025, -7.658e-5, -2.382e-3, 8.130e+2
0.026, -7.124e-5, -2.417e-3, 8.135e+2
0.027, -6.555e-5, -2.450e-3, 8.140e+2
0.028, -6.009e-5, -2.480e-3, 8.145e+2
0.029, -5.518e-5, -2.508e-3, 8.150e+2
0.030, -5.048e-5, -2.533e-3, 8.155e+2
0.031, -4.594e-5, -2.556e-3, 8.160e+2
0.032, -4.187e-5, -2.577e-3, 8.165e+2
0.033, -3.735e-5, -2.596e-3, 8.170e+2
0.034, -3.288e-5, -2.612e-3, 8.175e+2
0.035, -2.910e-5, -2.627e-3, 8.180e+2
0.036, -2.507e-5, -2.639e-3, 8.185e+2
0.037, -2.182e-5, -2.650e-3, 8.190e+2
0.038, -1.833e-5, -2.659e-3, 8.195e+2
0.039, -1.494e-5, -2.667e-3, 8.200e+2
0.040, -1.186e-5, -2.673e-3, 8.205e+2
0.041, -8.872e-6, -2.677e-3, 8.210e+2
0.042, -6.553e-6, -2.680e-3, 8.215e+2
0.043, -4.243e-6, -2.683e-3, 8.220e+2
0.044, -1.440e-6, -2.683e-3, 8.225e+2
0.045, 1.185e-6, -2.683e-3, 8.230e+2
0.046, 3.996e-6, -2.681e-3, 8.235e+2
0.047, 6.936e-6, -2.677e-3, 8.240e+2
0.048, 9.017e-6, -2.673e-3, 8.245e+2
0.049, 1.175e-5, -2.667e-3, 8.250e+2
0.050, 1.414e-5, -2.660e-3, 8.255e+2
0.051, 1.617e-5, -2.652e-3, 8.260e+2
0.052, 1.872e-5, -2.642e-3, 8.265e+2
0.053, 2.075e-5, -2.632e-3, 8.270e+2
0.054, 2.248e-5, -2.621e-3, 8.275e+2
0.055, 2.432e-5, -2.609e-3, 8.280e+2
0.056, 2.580e-5, -2.596e-3, 8.285e+2
0.057, 2.769e-5, -2.582e-3, 8.290e+2
0.058, 2.916e-5, -2.567e-3, 8.295e+2
0.059, 3.083e-5, -2.552e-3, 8.300e+2
0.060, 3.335e-5, -2.535e-3, 8.305e+2
0.061, 3.528e-5, -2.517e-3, 8.310e+2
0.062, 3.745e-5, -2.499e-3, 8.315e+2
0.063, 3.955e-5, -2.479e-3, 8.320e+2
0.064, 4.074e-5, -2.459e-3, 8.325e+2
0.065, 4.288e-5, -2.437e-3, 8.330e+2
0.066, 4.452e-5, -2.415e-3, 8.335e+2
0.067, 4.580e-5, -2.392e-3, 8.340e+2
0.068, 4.756e-5, -2.368e-3, 8.345e+2
0.069, 4.887e-5, -2.344e-3, 8.350e+2
0.070, 5.081e-5, -2.318e-3, 8.355e+2
0.071, 5.244e-5, -2.292e-3, 8.360e+2
0.072, 5.335e-5, -2.265e-3, 8.365e+2
0.073, 5.496e-5, -2.238e-3, 8.370e+2
0.074, 5.630e-5, -2.210e-3, 8.375e+2
0.075, 5.738e-5, -2.181e-3, 8.380e+2
0.076, 5.900e-5, -2.152e-3, 8.385e+2
0.077, 5.983e-5, -2.122e-3, 8.390e+2
0.078, 6.113e-5, -2.091e-3, 8.395e+2
0.079, 6.236e-5, -2.060e-3, 8.400e+2
0.080, 6.330e-5, -2.028e-3, 8.405e+2
0.081, 6.475e-5, -1.996e-3, 8.410e+2
0.082, 6.591e-5, -1.963e-3, 8.415e+2
0.083, 6.722e-5, -1.929e-3, 8.420e+2
0.084, 6.857e-5, -1.895e-3, 8.425e+2
0.085, 6.958e-5, -1.860e-3, 8.430e+2
0.086, 7.088e-5, -1.825e-3, 8.435e+2
0.087, 7.193e-5, -1.789e-3, 8.440e+2
0.088, 7.294e-5, -1.752e-3, 8.445e+2
0.089, 7.423e-5, -1.715e-3, 8.450e+2
0.090, 7.547e-5, -1.678e-3, 8.455e+2
0.091, 7.679e-5, -1.639e-3, 8.460e+2
0.092, 7.809e-5, -1.600e-3, 8.465e+2
0.093, 7.918e-5, -1.561e-3, 8.470e+2
0.094, 8.018e-5, -1.520e-3, 8.475e+2
0.095, 8.143e-5, -1.480e-3, 8.480e+2
0.096, 8.216e-5, -1.439e-3, 8.485e+2
0.097, 8.351e-5, -1.397e-3, 8.490e+2
0.098, 8.460e-5, -1.355e-3, 8.495e+2
0.099, 8.540e-5, -1.312e-3, 8.500e+2
0.100, 8.671e-5, -1.269e-3, 8.505e+2
0.101, 8.738e-5, -1.225e-3, 8.510e+2
0.102, 8.874e-5, -1.181e-3, 8.515e+2
0.103, 8.992e-5, -1.136e-3, 8.520e+2
0.104, 9.067e-5, -1.090e-3, 8.525e+2
0.105, 9.157e-5, -1.044e-3, 8.530e+2
0.106, 9.238e-5, -9.982e-4, 8.535e+2
0.107, 9.337e-5, -9.516e-4, 8.540e+2
0.108, 9.473e-5, -9.042e-4, 8.545e+2
0.109, 9.534e-5, -8.565e-4, 8.550e+2
0.110, 9.638e-5, -8.083e-4, 8.555e+2
0.111, 9.774e-5, -7.595e-4, 8.560e+2
0.112, 9.834e-5, -7.103e-4, 8.565e+2
0.113, 9.993e-5, -6.603e-4, 8.570e+2
0.114, 1.007e-4, -6.100e-4, 8.575e+2
0.115, 1.016e-4, -5.592e-4, 8.580e+2
0.116, 1.028e-4, -5.078e-4, 8.585e+2
0.117, 1.037e-4, -4.560e-4, 8.590e+2
0.118, 1.047e-4, -4.036e-4, 8.595e+2
0.119, 1.056e-4, -3.508e-4, 8.600e+2
0.120, 1.065e-4, -2.976e-4, 8.605e+2
0.121, 1.075e-4, -2.438e-4, 8.610e+2
0.122, 1.085e-4, -1.895e-4, 8.615e+2
0.123, 1.093e-4, -1.349e-4, 8.620e+2
0.124, 1.102e-4, -7.979e-5, 8.625e+2
0.125, 1.109e-4, -2.436e-5, 8.630e+2
0.126, 1.118e-4, 3.153e-5, 8.635e+2
0.127, 1.127e-4, 8.787e-5, 8.640e+2
0.128, 1.133e-4, 1.445e-4, 8.645e+2
0.129, 1.146e-4, 2.018e-4, 8.650e+2
0.130, 1.154e-4, 2.595e-4, 8.655e+2
0.131, 1.166e-4, 3.178e-4, 8.660e+2
0.132, 1.175e-4, 3.766e-4, 8.665e+2
0.133, 1.185e-4, 4.358e-4, 8.670e+2
0.134, 1.194e-4, 4.955e-4, 8.675e+2
0.135, 1.206e-4, 5.558e-4, 8.680e+2
0.136, 1.213e-4, 6.165e-4, 8.685e+2
0.137, 1.225e-4, 6.777e-4, 8.690e+2
0.138, 1.233e-4, 7.394e-4, 8.695e+2
0.139, 1.244e-4, 8.016e-4, 8.700e+2
0.140, 1.254e-4, 8.643e-4, 8.705e+2
0.141, 1.259e-4, 9.272e-4, 8.710e+2
0.142, 1.272e-4, 9.908e-4, 8.715e+2
0.143, 1.281e-4, 1.055e-3, 8.720e+2
0.144, 1.287e-4, 1.119e-3, 8.725e+2
0.145, 1.297e-4, 1.184e-3, 8.730e+2
0.146, 1.308e-4, 1.249e-3, 8.735e+2
0.147, 1.315e-4, 1.315e-3, 8.740e+2
0.148, 1.324e-4, 1.381e-3, 8.745e+2
0.149, 1.331e-4, 1.448e-3, 8.750e+2
0.150, 1.339e-4, 1.515e-3, 8.755e+2
0.151, 1.349e-4, 1.582e-3, 8.760e+2
0.152, 1.353e-4, 1.650e-3, 8.765e+2
0.153, 1.362e-4, 1.718e-3, 8.770e+2
0.154, 1.369e-4, 1.786e-3, 8.775e+2
0.155, 1.376e-4, 1.855e-3, 8.780e+2
0.156, 1.385e-4, 1.925e-3, 8.785e+2
0.157, 1.388e-4, 1.994e-3, 8.790e+2
0.158, 1.398e-4, 2.064e-3, 8.795e+2
0.159, 1.407e-4, 2.134e-3, 8.800e+2
0.160, 1.410e-4, 2.205e-3, 8.805e+2
0.161, 1.418e-4, 2.276e-3, 8.810e+2
0.162, 1.425e-4, 2.347e-3, 8.815e+2
0.163, 1.430e-4, 2.418e-3, 8.820e+2
0.164, 1.437e-4, 2.490e-3, 8.825e+2
0.165, 1.441e-4, 2.562e-3, 8.830e+2
0.166, 1.446e-4, 2.635e-3, 8.835e+2
0.167, 1.452e-4, 2.707e-3, 8.840e+2
0.168, 1.455e-4, 2.780e-3, 8.845e+2
0.169, 1.463e-4, 2.853e-3, 8.850e+2
0.170, 1.466e-4, 2.926e-3, 8.855e+2
0.171, 1.471e-4, 3.000e-3, 8.860e+2
0.172, 1.479e-4, 3.074e-3, 8.865e+2
0.173, 1.483e-4, 3.148e-3, 8.870e+2
0.174, 1.489e-4, 3.222e-3, 8.875e+2
0.175, 1.496e-4, 3.297e-3, 8.880e+2
0.176, 1.496e-4, 3.372e-3, 8.885e+2
0.177, 1.502e-4, 3.447e-3, 8.890e+2
0.178, 1.505e-4, 3.522e-3, 8.895e+2
0.179, 1.509e-4, 3.598e-3, 8.900e+2
0.180, 1.513e-4, 3.674e-3, 8.905e+2
0.181, 1.516e-4, 3.749e-3, 8.910e+2
0.182, 1.517e-4, 3.825e-3, 8.915e+2
0.183, 1.522e-4, 3.901e-3, 8.920e+2
0.184, 1.523e-4, 3.977e-3, 8.925e+2
0.185, 1.528e-4, 4.054e-3, 8.930e+2
0.186, 1.531e-4, 4.130e-3, 8.935e+2
0.187, 1.535e-4, 4.207e-3, 8.940e+2
0.188, 1.540e-4, 4.284e-3, 8.945e+2
0.189, 1.538e-4, 4.361e-3, 8.950e+2
0.190, 1.542e-4, 4.438e-3, 8.955e+2
0.191, 1.546e-4, 4.516e-3, 8.960e+2
0.192, 1.545e-4, 4.593e-3, 8.965e+2
0.193, 1.547e-4, 4.670e-3, 8.970e+2
0.194, 1.550e-4, 4.748e-3, 8.975e+2
0.195, 1.550e-4, 4.825e-3, 8.980e+2
0.196, 1.554e-4, 4.903e-3, 8.985e+2
0.197, 1.555e-4, 4.981e-3, 8.990e+2
