May 29, 2020   20:40:20
Cyclic Voltammetry
File: h:\mof-crpyz-edlc(pseduca)\6-3electrode-1m emimcl\1-12.6mg-cm2-0.8\cv-2.csv
Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.8
Low E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.002
Segment = 4
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Segment 1:
Segment 2:

Segment 3:
Segment 4:

Potential/V, Current/A, Charge/C, Time/s
0.780, 2.862e-4, 5.221e-3, 4.105e+2
0.779, 2.721e-4, 5.357e-3, 4.110e+2
0.778, 2.583e-4, 5.486e-3, 4.115e+2
0.777, 2.453e-4, 5.609e-3, 4.120e+2
0.776, 2.327e-4, 5.725e-3, 4.125e+2
0.775, 2.206e-4, 5.835e-3, 4.130e+2
0.774, 2.094e-4, 5.940e-3, 4.135e+2
0.773, 1.984e-4, 6.039e-3, 4.140e+2
0.772, 1.881e-4, 6.133e-3, 4.145e+2
0.771, 1.785e-4, 6.222e-3, 4.150e+2
0.770, 1.687e-4, 6.307e-3, 4.155e+2
0.769, 1.595e-4, 6.387e-3, 4.160e+2
0.768, 1.509e-4, 6.462e-3, 4.165e+2
0.767, 1.422e-4, 6.533e-3, 4.170e+2
0.766, 1.343e-4, 6.600e-3, 4.175e+2
0.765, 1.268e-4, 6.664e-3, 4.180e+2
0.764, 1.195e-4, 6.723e-3, 4.185e+2
0.763, 1.129e-4, 6.780e-3, 4.190e+2
0.762, 1.061e-4, 6.833e-3, 4.195e+2
0.761, 9.968e-5, 6.883e-3, 4.200e+2
0.760, 9.368e-5, 6.930e-3, 4.205e+2
0.759, 8.771e-5, 6.973e-3, 4.210e+2
0.758, 8.241e-5, 7.015e-3, 4.215e+2
0.757, 7.679e-5, 7.053e-3, 4.220e+2
0.756, 7.162e-5, 7.089e-3, 4.225e+2
0.755, 6.693e-5, 7.122e-3, 4.230e+2
0.754, 6.206e-5, 7.153e-3, 4.235e+2
0.753, 5.778e-5, 7.182e-3, 4.240e+2
0.752, 5.385e-5, 7.209e-3, 4.245e+2
0.751, 4.956e-5, 7.234e-3, 4.250e+2
0.750, 4.585e-5, 7.257e-3, 4.255e+2
0.749, 4.211e-5, 7.278e-3, 4.260e+2
0.748, 3.842e-5, 7.297e-3, 4.265e+2
0.747, 3.534e-5, 7.315e-3, 4.270e+2
0.746, 3.217e-5, 7.331e-3, 4.275e+2
0.745, 2.908e-5, 7.345e-3, 4.280e+2
0.744, 2.619e-5, 7.358e-3, 4.285e+2
0.743, 2.314e-5, 7.370e-3, 4.290e+2
0.742, 2.071e-5, 7.380e-3, 4.295e+2
0.741, 1.800e-5, 7.389e-3, 4.300e+2
0.740, 1.523e-5, 7.397e-3, 4.305e+2
0.739, 1.316e-5, 7.404e-3, 4.310e+2
0.738, 1.068e-5, 7.409e-3, 4.315e+2
0.737, 8.599e-6, 7.413e-3, 4.320e+2
0.736, 6.437e-6, 7.416e-3, 4.325e+2
0.735, 4.151e-6, 7.419e-3, 4.330e+2
0.734, 2.409e-6, 7.420e-3, 4.335e+2
0.733, 5.760e-7, 7.420e-3, 4.340e+2
0.732, -1.248e-6, 7.419e-3, 4.345e+2
0.731, -3.003e-6, 7.418e-3, 4.350e+2
0.730, -4.954e-6, 7.415e-3, 4.355e+2
0.729, -6.503e-6, 7.412e-3, 4.360e+2
0.728, -8.177e-6, 7.408e-3, 4.365e+2
0.727, -9.971e-6, 7.403e-3, 4.370e+2
0.726, -1.109e-5, 7.398e-3, 4.375e+2
0.725, -1.270e-5, 7.391e-3, 4.380e+2
0.724, -1.436e-5, 7.384e-3, 4.385e+2
0.723, -1.551e-5, 7.376e-3, 4.390e+2
0.722, -1.691e-5, 7.368e-3, 4.395e+2
0.721, -1.779e-5, 7.359e-3, 4.400e+2
0.720, -1.897e-5, 7.349e-3, 4.405e+2
0.719, -2.032e-5, 7.339e-3, 4.410e+2
0.718, -2.123e-5, 7.329e-3, 4.415e+2
0.717, -2.224e-5, 7.318e-3, 4.420e+2
0.716, -2.318e-5, 7.306e-3, 4.425e+2
0.715, -2.357e-5, 7.294e-3, 4.430e+2
0.714, -2.446e-5, 7.282e-3, 4.435e+2
0.713, -2.510e-5, 7.269e-3, 4.440e+2
0.712, -2.583e-5, 7.256e-3, 4.445e+2
0.711, -2.694e-5, 7.243e-3, 4.450e+2
0.710, -2.736e-5, 7.229e-3, 4.455e+2
0.709, -2.804e-5, 7.215e-3, 4.460e+2
0.708, -2.878e-5, 7.201e-3, 4.465e+2
0.707, -2.909e-5, 7.186e-3, 4.470e+2
0.706, -2.971e-5, 7.172e-3, 4.475e+2
0.705, -3.050e-5, 7.156e-3, 4.480e+2
0.704, -3.076e-5, 7.141e-3, 4.485e+2
0.703, -3.149e-5, 7.125e-3, 4.490e+2
0.702, -3.173e-5, 7.109e-3, 4.495e+2
0.701, -3.233e-5, 7.093e-3, 4.500e+2
0.700, -3.296e-5, 7.077e-3, 4.505e+2
0.699, -3.352e-5, 7.060e-3, 4.510e+2
0.698, -3.364e-5, 7.043e-3, 4.515e+2
0.697, -3.404e-5, 7.026e-3, 4.520e+2
0.696, -3.439e-5, 7.009e-3, 4.525e+2
0.695, -3.496e-5, 6.991e-3, 4.530e+2
0.694, -3.499e-5, 6.974e-3, 4.535e+2
0.693, -3.537e-5, 6.956e-3, 4.540e+2
0.692, -3.583e-5, 6.938e-3, 4.545e+2
0.691, -3.575e-5, 6.920e-3, 4.550e+2
0.690, -3.611e-5, 6.902e-3, 4.555e+2
0.689, -3.630e-5, 6.884e-3, 4.560e+2
0.688, -3.614e-5, 6.866e-3, 4.565e+2
0.687, -3.624e-5, 6.848e-3, 4.570e+2
0.686, -3.612e-5, 6.830e-3, 4.575e+2
0.685, -3.634e-5, 6.812e-3, 4.580e+2
0.684, -3.672e-5, 6.793e-3, 4.585e+2
0.683, -3.654e-5, 6.775e-3, 4.590e+2
0.682, -3.680e-5, 6.757e-3, 4.595e+2
0.681, -3.684e-5, 6.738e-3, 4.600e+2
0.680, -3.689e-5, 6.720e-3, 4.605e+2
0.679, -3.729e-5, 6.701e-3, 4.610e+2
0.678, -3.744e-5, 6.683e-3, 4.615e+2
0.677, -3.773e-5, 6.664e-3, 4.620e+2
0.676, -3.814e-5, 6.645e-3, 4.625e+2
0.675, -3.804e-5, 6.626e-3, 4.630e+2
0.674, -3.859e-5, 6.606e-3, 4.635e+2
0.673, -3.878e-5, 6.587e-3, 4.640e+2
0.672, -3.887e-5, 6.567e-3, 4.645e+2
0.671, -3.939e-5, 6.548e-3, 4.650e+2
0.670, -3.941e-5, 6.528e-3, 4.655e+2
0.669, -3.983e-5, 6.508e-3, 4.660e+2
0.668, -4.002e-5, 6.488e-3, 4.665e+2
0.667, -4.032e-5, 6.468e-3, 4.670e+2
0.666, -4.086e-5, 6.448e-3, 4.675e+2
0.665, -4.068e-5, 6.427e-3, 4.680e+2
0.664, -4.077e-5, 6.407e-3, 4.685e+2
0.663, -4.093e-5, 6.386e-3, 4.690e+2
0.662, -4.091e-5, 6.366e-3, 4.695e+2
0.661, -4.140e-5, 6.345e-3, 4.700e+2
0.660, -4.169e-5, 6.324e-3, 4.705e+2
0.659, -4.164e-5, 6.304e-3, 4.710e+2
0.658, -4.202e-5, 6.283e-3, 4.715e+2
0.657, -4.207e-5, 6.261e-3, 4.720e+2
0.656, -4.195e-5, 6.240e-3, 4.725e+2
0.655, -4.215e-5, 6.219e-3, 4.730e+2
0.654, -4.196e-5, 6.198e-3, 4.735e+2
0.653, -4.184e-5, 6.178e-3, 4.740e+2
0.652, -4.177e-5, 6.157e-3, 4.745e+2
0.651, -4.132e-5, 6.136e-3, 4.750e+2
0.650, -4.146e-5, 6.115e-3, 4.755e+2
0.649, -4.147e-5, 6.095e-3, 4.760e+2
0.648, -4.153e-5, 6.074e-3, 4.765e+2
0.647, -4.174e-5, 6.053e-3, 4.770e+2
0.646, -4.161e-5, 6.032e-3, 4.775e+2
0.645, -4.171e-5, 6.011e-3, 4.780e+2
0.644, -4.210e-5, 5.990e-3, 4.785e+2
0.643, -4.196e-5, 5.969e-3, 4.790e+2
0.642, -4.237e-5, 5.948e-3, 4.795e+2
0.641, -4.264e-5, 5.927e-3, 4.800e+2
0.640, -4.273e-5, 5.905e-3, 4.805e+2
0.639, -4.343e-5, 5.884e-3, 4.810e+2
0.638, -4.336e-5, 5.862e-3, 4.815e+2
0.637, -4.352e-5, 5.840e-3, 4.820e+2
0.636, -4.352e-5, 5.818e-3, 4.825e+2
0.635, -4.337e-5, 5.797e-3, 4.830e+2
0.634, -4.342e-5, 5.775e-3, 4.835e+2
0.633, -4.330e-5, 5.753e-3, 4.840e+2
0.632, -4.295e-5, 5.732e-3, 4.845e+2
0.631, -4.320e-5, 5.710e-3, 4.850e+2
0.630, -4.290e-5, 5.689e-3, 4.855e+2
0.629, -4.305e-5, 5.667e-3, 4.860e+2
0.628, -4.337e-5, 5.646e-3, 4.865e+2
0.627, -4.331e-5, 5.624e-3, 4.870e+2
0.626, -4.374e-5, 5.602e-3, 4.875e+2
0.625, -4.411e-5, 5.580e-3, 4.880e+2
0.624, -4.423e-5, 5.558e-3, 4.885e+2
0.623, -4.466e-5, 5.536e-3, 4.890e+2
0.622, -4.463e-5, 5.513e-3, 4.895e+2
0.621, -4.481e-5, 5.491e-3, 4.900e+2
0.620, -4.493e-5, 5.468e-3, 4.905e+2
0.619, -4.488e-5, 5.446e-3, 4.910e+2
0.618, -4.523e-5, 5.423e-3, 4.915e+2
0.617, -4.531e-5, 5.401e-3, 4.920e+2
0.616, -4.530e-5, 5.378e-3, 4.925e+2
0.615, -4.565e-5, 5.355e-3, 4.930e+2
0.614, -4.540e-5, 5.333e-3, 4.935e+2
0.613, -4.548e-5, 5.310e-3, 4.940e+2
0.612, -4.556e-5, 5.287e-3, 4.945e+2
0.611, -4.523e-5, 5.264e-3, 4.950e+2
0.610, -4.569e-5, 5.242e-3, 4.955e+2
0.609, -4.576e-5, 5.219e-3, 4.960e+2
0.608, -4.559e-5, 5.196e-3, 4.965e+2
0.607, -4.576e-5, 5.173e-3, 4.970e+2
0.606, -4.542e-5, 5.150e-3, 4.975e+2
0.605, -4.537e-5, 5.128e-3, 4.980e+2
0.604, -4.532e-5, 5.105e-3, 4.985e+2
0.603, -4.501e-5, 5.082e-3, 4.990e+2
0.602, -4.505e-5, 5.060e-3, 4.995e+2
0.601, -4.513e-5, 5.037e-3, 5.000e+2
0.600, -4.499e-5, 5.015e-3, 5.005e+2
0.599, -4.524e-5, 4.992e-3, 5.010e+2
0.598, -4.547e-5, 4.969e-3, 5.015e+2
0.597, -4.567e-5, 4.947e-3, 5.020e+2
0.596, -4.593e-5, 4.924e-3, 5.025e+2
0.595, -4.598e-5, 4.901e-3, 5.030e+2
0.594, -4.659e-5, 4.877e-3, 5.035e+2
0.593, -4.682e-5, 4.854e-3, 5.040e+2
0.592, -4.701e-5, 4.830e-3, 5.045e+2
0.591, -4.742e-5, 4.807e-3, 5.050e+2
0.590, -4.757e-5, 4.783e-3, 5.055e+2
0.589, -4.762e-5, 4.759e-3, 5.060e+2
0.588, -4.797e-5, 4.735e-3, 5.065e+2
0.587, -4.823e-5, 4.711e-3, 5.070e+2
0.586, -4.852e-5, 4.687e-3, 5.075e+2
0.585, -4.850e-5, 4.663e-3, 5.080e+2
0.584, -4.864e-5, 4.638e-3, 5.085e+2
0.583, -4.896e-5, 4.614e-3, 5.090e+2
0.582, -4.907e-5, 4.589e-3, 5.095e+2
0.581, -4.949e-5, 4.564e-3, 5.100e+2
0.580, -5.000e-5, 4.539e-3, 5.105e+2
0.579, -5.006e-5, 4.514e-3, 5.110e+2
0.578, -5.076e-5, 4.489e-3, 5.115e+2
0.577, -5.112e-5, 4.464e-3, 5.120e+2
0.576, -5.115e-5, 4.438e-3, 5.125e+2
0.575, -5.155e-5, 4.412e-3, 5.130e+2
0.574, -5.163e-5, 4.386e-3, 5.135e+2
0.573, -5.206e-5, 4.360e-3, 5.140e+2
0.572, -5.274e-5, 4.334e-3, 5.145e+2
0.571, -5.299e-5, 4.307e-3, 5.150e+2
0.570, -5.312e-5, 4.281e-3, 5.155e+2
0.569, -5.308e-5, 4.254e-3, 5.160e+2
0.568, -5.284e-5, 4.228e-3, 5.165e+2
0.567, -5.316e-5, 4.201e-3, 5.170e+2
0.566, -5.312e-5, 4.175e-3, 5.175e+2
0.565, -5.357e-5, 4.148e-3, 5.180e+2
0.564, -5.420e-5, 4.121e-3, 5.185e+2
0.563, -5.452e-5, 4.094e-3, 5.190e+2
0.562, -5.505e-5, 4.066e-3, 5.195e+2
0.561, -5.524e-5, 4.039e-3, 5.200e+2
0.560, -5.538e-5, 4.011e-3, 5.205e+2
0.559, -5.587e-5, 3.983e-3, 5.210e+2
0.558, -5.599e-5, 3.955e-3, 5.215e+2
0.557, -5.655e-5, 3.927e-3, 5.220e+2
0.556, -5.721e-5, 3.898e-3, 5.225e+2
0.555, -5.747e-5, 3.869e-3, 5.230e+2
0.554, -5.817e-5, 3.840e-3, 5.235e+2
0.553, -5.844e-5, 3.811e-3, 5.240e+2
0.552, -5.878e-5, 3.782e-3, 5.245e+2
0.551, -5.915e-5, 3.752e-3, 5.250e+2
0.550, -5.904e-5, 3.722e-3, 5.255e+2
0.549, -5.905e-5, 3.693e-3, 5.260e+2
0.548, -5.927e-5, 3.663e-3, 5.265e+2
0.547, -5.902e-5, 3.634e-3, 5.270e+2
0.546, -5.942e-5, 3.604e-3, 5.275e+2
0.545, -5.977e-5, 3.574e-3, 5.280e+2
0.544, -6.009e-5, 3.544e-3, 5.285e+2
0.543, -6.074e-5, 3.514e-3, 5.290e+2
0.542, -6.096e-5, 3.483e-3, 5.295e+2
0.541, -6.140e-5, 3.453e-3, 5.300e+2
0.540, -6.164e-5, 3.422e-3, 5.305e+2
0.539, -6.118e-5, 3.391e-3, 5.310e+2
0.538, -6.092e-5, 3.361e-3, 5.315e+2
0.537, -6.071e-5, 3.330e-3, 5.320e+2
0.536, -6.082e-5, 3.300e-3, 5.325e+2
0.535, -6.099e-5, 3.270e-3, 5.330e+2
0.534, -6.090e-5, 3.239e-3, 5.335e+2
0.533, -6.098e-5, 3.209e-3, 5.340e+2
0.532, -6.127e-5, 3.178e-3, 5.345e+2
0.531, -6.107e-5, 3.147e-3, 5.350e+2
0.530, -6.161e-5, 3.117e-3, 5.355e+2
0.529, -6.208e-5, 3.086e-3, 5.360e+2
0.528, -6.199e-5, 3.055e-3, 5.365e+2
0.527, -6.290e-5, 3.023e-3, 5.370e+2
0.526, -6.327e-5, 2.991e-3, 5.375e+2
0.525, -6.359e-5, 2.960e-3, 5.380e+2
0.524, -6.429e-5, 2.928e-3, 5.385e+2
0.523, -6.437e-5, 2.895e-3, 5.390e+2
0.522, -6.462e-5, 2.863e-3, 5.395e+2
0.521, -6.441e-5, 2.831e-3, 5.400e+2
0.520, -6.434e-5, 2.799e-3, 5.405e+2
0.519, -6.455e-5, 2.766e-3, 5.410e+2
0.518, -6.463e-5, 2.734e-3, 5.415e+2
0.517, -6.495e-5, 2.702e-3, 5.420e+2
0.516, -6.547e-5, 2.669e-3, 5.425e+2
0.515, -6.549e-5, 2.636e-3, 5.430e+2
0.514, -6.608e-5, 2.603e-3, 5.435e+2
0.513, -6.633e-5, 2.570e-3, 5.440e+2
0.512, -6.692e-5, 2.536e-3, 5.445e+2
0.511, -6.713e-5, 2.503e-3, 5.450e+2
0.510, -6.707e-5, 2.469e-3, 5.455e+2
0.509, -6.718e-5, 2.436e-3, 5.460e+2
0.508, -6.754e-5, 2.402e-3, 5.465e+2
0.507, -6.767e-5, 2.368e-3, 5.470e+2
0.506, -6.804e-5, 2.334e-3, 5.475e+2
0.505, -6.835e-5, 2.300e-3, 5.480e+2
0.504, -6.903e-5, 2.265e-3, 5.485e+2
0.503, -6.975e-5, 2.231e-3, 5.490e+2
0.502, -6.969e-5, 2.196e-3, 5.495e+2
0.501, -6.989e-5, 2.161e-3, 5.500e+2
0.500, -6.998e-5, 2.126e-3, 5.505e+2
0.499, -6.966e-5, 2.091e-3, 5.510e+2
0.498, -6.982e-5, 2.056e-3, 5.515e+2
0.497, -6.994e-5, 2.021e-3, 5.520e+2
0.496, -6.996e-5, 1.986e-3, 5.525e+2
0.495, -7.014e-5, 1.951e-3, 5.530e+2
0.494, -7.007e-5, 1.916e-3, 5.535e+2
0.493, -7.027e-5, 1.881e-3, 5.540e+2
0.492, -7.045e-5, 1.846e-3, 5.545e+2
0.491, -7.011e-5, 1.811e-3, 5.550e+2
0.490, -7.003e-5, 1.776e-3, 5.555e+2
0.489, -7.001e-5, 1.741e-3, 5.560e+2
0.488, -6.998e-5, 1.706e-3, 5.565e+2
0.487, -7.019e-5, 1.670e-3, 5.570e+2
0.486, -6.998e-5, 1.635e-3, 5.575e+2
0.485, -7.033e-5, 1.600e-3, 5.580e+2
0.484, -7.019e-5, 1.565e-3, 5.585e+2
0.483, -6.951e-5, 1.530e-3, 5.590e+2
0.482, -6.949e-5, 1.496e-3, 5.595e+2
0.481, -6.939e-5, 1.461e-3, 5.600e+2
0.480, -6.925e-5, 1.426e-3, 5.605e+2
0.479, -6.975e-5, 1.392e-3, 5.610e+2
0.478, -6.955e-5, 1.357e-3, 5.615e+2
0.477, -6.952e-5, 1.322e-3, 5.620e+2
0.476, -6.954e-5, 1.287e-3, 5.625e+2
0.475, -6.938e-5, 1.253e-3, 5.630e+2
0.474, -6.959e-5, 1.218e-3, 5.635e+2
0.473, -6.954e-5, 1.183e-3, 5.640e+2
0.472, -6.953e-5, 1.148e-3, 5.645e+2
0.471, -7.010e-5, 1.113e-3, 5.650e+2
0.470, -6.994e-5, 1.078e-3, 5.655e+2
0.469, -7.004e-5, 1.043e-3, 5.660e+2
0.468, -7.018e-5, 1.008e-3, 5.665e+2
0.467, -6.981e-5, 9.731e-4, 5.670e+2
0.466, -6.985e-5, 9.382e-4, 5.675e+2
0.465, -6.988e-5, 9.033e-4, 5.680e+2
0.464, -6.981e-5, 8.684e-4, 5.685e+2
0.463, -7.001e-5, 8.334e-4, 5.690e+2
0.462, -6.990e-5, 7.984e-4, 5.695e+2
0.461, -6.987e-5, 7.635e-4, 5.700e+2
0.460, -7.021e-5, 7.284e-4, 5.705e+2
0.459, -6.999e-5, 6.934e-4, 5.710e+2
0.458, -7.015e-5, 6.583e-4, 5.715e+2
0.457, -7.007e-5, 6.233e-4, 5.720e+2
0.456, -6.993e-5, 5.883e-4, 5.725e+2
0.455, -7.034e-5, 5.531e-4, 5.730e+2
0.454, -7.025e-5, 5.180e-4, 5.735e+2
0.453, -7.027e-5, 4.829e-4, 5.740e+2
0.452, -7.031e-5, 4.477e-4, 5.745e+2
0.451, -7.007e-5, 4.127e-4, 5.750e+2
0.450, -7.051e-5, 3.774e-4, 5.755e+2
0.449, -7.038e-5, 3.422e-4, 5.760e+2
0.448, -7.022e-5, 3.071e-4, 5.765e+2
0.447, -7.046e-5, 2.719e-4, 5.770e+2
0.446, -7.035e-5, 2.367e-4, 5.775e+2
0.445, -7.036e-5, 2.015e-4, 5.780e+2
0.444, -7.070e-5, 1.662e-4, 5.785e+2
0.443, -7.056e-5, 1.309e-4, 5.790e+2
0.442, -7.070e-5, 9.557e-5, 5.795e+2
0.441, -7.081e-5, 6.017e-5, 5.800e+2
0.440, -7.096e-5, 2.469e-5, 5.805e+2
0.439, -7.098e-5, -1.080e-5, 5.810e+2
0.438, -7.059e-5, -4.610e-5, 5.815e+2
0.437, -7.056e-5, -8.137e-5, 5.820e+2
0.436, -7.069e-5, -1.167e-4, 5.825e+2
0.435, -7.031e-5, -1.519e-4, 5.830e+2
0.434, -7.093e-5, -1.873e-4, 5.835e+2
0.433, -7.102e-5, -2.228e-4, 5.840e+2
0.432, -7.068e-5, -2.582e-4, 5.845e+2
0.431, -7.074e-5, -2.936e-4, 5.850e+2
0.430, -7.038e-5, -3.288e-4, 5.855e+2
0.429, -7.044e-5, -3.640e-4, 5.860e+2
0.428, -7.042e-5, -3.992e-4, 5.865e+2
0.427, -7.031e-5, -4.343e-4, 5.870e+2
0.426, -7.046e-5, -4.696e-4, 5.875e+2
0.425, -7.077e-5, -5.049e-4, 5.880e+2
0.424, -7.098e-5, -5.404e-4, 5.885e+2
0.423, -7.123e-5, -5.761e-4, 5.890e+2
0.422, -7.097e-5, -6.115e-4, 5.895e+2
0.421, -7.108e-5, -6.471e-4, 5.900e+2
0.420, -7.165e-5, -6.829e-4, 5.905e+2
0.419, -7.131e-5, -7.186e-4, 5.910e+2
0.418, -7.156e-5, -7.543e-4, 5.915e+2
0.417, -7.170e-5, -7.902e-4, 5.920e+2
0.416, -7.176e-5, -8.261e-4, 5.925e+2
0.415, -7.215e-5, -8.621e-4, 5.930e+2
0.414, -7.203e-5, -8.982e-4, 5.935e+2
0.413, -7.229e-5, -9.343e-4, 5.940e+2
0.412, -7.247e-5, -9.705e-4, 5.945e+2
0.411, -7.260e-5, -1.007e-3, 5.950e+2
0.410, -7.336e-5, -1.044e-3, 5.955e+2
0.409, -7.317e-5, -1.080e-3, 5.960e+2
0.408, -7.237e-5, -1.116e-3, 5.965e+2
0.407, -7.257e-5, -1.153e-3, 5.970e+2
0.406, -7.204e-5, -1.189e-3, 5.975e+2
0.405, -7.225e-5, -1.225e-3, 5.980e+2
0.404, -7.255e-5, -1.261e-3, 5.985e+2
0.403, -7.240e-5, -1.297e-3, 5.990e+2
0.402, -7.294e-5, -1.334e-3, 5.995e+2
0.401, -7.332e-5, -1.370e-3, 6.000e+2
0.400, -7.354e-5, -1.407e-3, 6.005e+2
0.399, -7.426e-5, -1.444e-3, 6.010e+2
0.398, -7.460e-5, -1.482e-3, 6.015e+2
0.397, -7.490e-5, -1.519e-3, 6.020e+2
0.396, -7.497e-5, -1.556e-3, 6.025e+2
0.395, -7.466e-5, -1.594e-3, 6.030e+2
0.394, -7.426e-5, -1.631e-3, 6.035e+2
0.393, -7.378e-5, -1.668e-3, 6.040e+2
0.392, -7.344e-5, -1.705e-3, 6.045e+2
0.391, -7.364e-5, -1.741e-3, 6.050e+2
0.390, -7.347e-5, -1.778e-3, 6.055e+2
0.389, -7.357e-5, -1.815e-3, 6.060e+2
0.388, -7.396e-5, -1.852e-3, 6.065e+2
0.387, -7.388e-5, -1.889e-3, 6.070e+2
0.386, -7.438e-5, -1.926e-3, 6.075e+2
0.385, -7.479e-5, -1.963e-3, 6.080e+2
0.384, -7.483e-5, -2.001e-3, 6.085e+2
0.383, -7.524e-5, -2.038e-3, 6.090e+2
0.382, -7.506e-5, -2.076e-3, 6.095e+2
0.381, -7.503e-5, -2.113e-3, 6.100e+2
0.380, -7.534e-5, -2.151e-3, 6.105e+2
0.379, -7.522e-5, -2.189e-3, 6.110e+2
0.378, -7.554e-5, -2.227e-3, 6.115e+2
0.377, -7.584e-5, -2.264e-3, 6.120e+2
0.376, -7.566e-5, -2.302e-3, 6.125e+2
0.375, -7.591e-5, -2.340e-3, 6.130e+2
0.374, -7.578e-5, -2.378e-3, 6.135e+2
0.373, -7.597e-5, -2.416e-3, 6.140e+2
0.372, -7.618e-5, -2.454e-3, 6.145e+2
0.371, -7.573e-5, -2.492e-3, 6.150e+2
0.370, -7.611e-5, -2.530e-3, 6.155e+2
0.369, -7.638e-5, -2.568e-3, 6.160e+2
0.368, -7.649e-5, -2.607e-3, 6.165e+2
0.367, -7.711e-5, -2.645e-3, 6.170e+2
0.366, -7.740e-5, -2.684e-3, 6.175e+2
0.365, -7.783e-5, -2.723e-3, 6.180e+2
0.364, -7.791e-5, -2.762e-3, 6.185e+2
0.363, -7.829e-5, -2.801e-3, 6.190e+2
0.362, -7.883e-5, -2.840e-3, 6.195e+2
0.361, -7.909e-5, -2.880e-3, 6.200e+2
0.360, -7.958e-5, -2.920e-3, 6.205e+2
0.359, -7.969e-5, -2.959e-3, 6.210e+2
0.358, -8.020e-5, -2.999e-3, 6.215e+2
0.357, -8.090e-5, -3.040e-3, 6.220e+2
0.356, -8.153e-5, -3.081e-3, 6.225e+2
0.355, -8.131e-5, -3.121e-3, 6.230e+2
0.354, -8.215e-5, -3.162e-3, 6.235e+2
0.353, -8.245e-5, -3.204e-3, 6.240e+2
0.352, -8.259e-5, -3.245e-3, 6.245e+2
0.351, -8.303e-5, -3.286e-3, 6.250e+2
0.350, -8.329e-5, -3.328e-3, 6.255e+2
0.349, -8.333e-5, -3.370e-3, 6.260e+2
0.348, -8.360e-5, -3.412e-3, 6.265e+2
0.347, -8.374e-5, -3.453e-3, 6.270e+2
0.346, -8.406e-5, -3.495e-3, 6.275e+2
0.345, -8.440e-5, -3.538e-3, 6.280e+2
0.344, -8.463e-5, -3.580e-3, 6.285e+2
0.343, -8.486e-5, -3.622e-3, 6.290e+2
0.342, -8.462e-5, -3.665e-3, 6.295e+2
0.341, -8.448e-5, -3.707e-3, 6.300e+2
0.340, -8.436e-5, -3.749e-3, 6.305e+2
0.339, -8.434e-5, -3.791e-3, 6.310e+2
0.338, -8.485e-5, -3.834e-3, 6.315e+2
0.337, -8.518e-5, -3.876e-3, 6.320e+2
0.336, -8.541e-5, -3.919e-3, 6.325e+2
0.335, -8.617e-5, -3.962e-3, 6.330e+2
0.334, -8.654e-5, -4.005e-3, 6.335e+2
0.333, -8.692e-5, -4.049e-3, 6.340e+2
0.332, -8.769e-5, -4.093e-3, 6.345e+2
0.331, -8.805e-5, -4.137e-3, 6.350e+2
0.330, -8.856e-5, -4.181e-3, 6.355e+2
0.329, -8.927e-5, -4.226e-3, 6.360e+2
0.328, -8.972e-5, -4.271e-3, 6.365e+2
0.327, -9.027e-5, -4.316e-3, 6.370e+2
0.326, -9.072e-5, -4.361e-3, 6.375e+2
0.325, -9.116e-5, -4.407e-3, 6.380e+2
0.324, -9.168e-5, -4.452e-3, 6.385e+2
0.323, -9.187e-5, -4.498e-3, 6.390e+2
0.322, -9.256e-5, -4.545e-3, 6.395e+2
0.321, -9.319e-5, -4.591e-3, 6.400e+2
0.320, -9.371e-5, -4.638e-3, 6.405e+2
0.319, -9.434e-5, -4.685e-3, 6.410e+2
0.318, -9.455e-5, -4.733e-3, 6.415e+2
0.317, -9.499e-5, -4.780e-3, 6.420e+2
0.316, -9.536e-5, -4.828e-3, 6.425e+2
0.315, -9.557e-5, -4.875e-3, 6.430e+2
0.314, -9.598e-5, -4.923e-3, 6.435e+2
0.313, -9.626e-5, -4.972e-3, 6.440e+2
0.312, -9.653e-5, -5.020e-3, 6.445e+2
0.311, -9.720e-5, -5.068e-3, 6.450e+2
0.310, -9.732e-5, -5.117e-3, 6.455e+2
0.309, -9.794e-5, -5.166e-3, 6.460e+2
0.308, -9.855e-5, -5.215e-3, 6.465e+2
0.307, -9.887e-5, -5.265e-3, 6.470e+2
0.306, -9.922e-5, -5.314e-3, 6.475e+2
0.305, -9.962e-5, -5.364e-3, 6.480e+2
0.304, -9.995e-5, -5.414e-3, 6.485e+2
0.303, -1.007e-4, -5.465e-3, 6.490e+2
0.302, -1.012e-4, -5.515e-3, 6.495e+2
0.301, -1.018e-4, -5.566e-3, 6.500e+2
0.300, -1.025e-4, -5.617e-3, 6.505e+2
0.299, -1.029e-4, -5.669e-3, 6.510e+2
0.298, -1.033e-4, -5.720e-3, 6.515e+2
0.297, -1.037e-4, -5.772e-3, 6.520e+2
0.296, -1.042e-4, -5.824e-3, 6.525e+2
0.295, -1.046e-4, -5.877e-3, 6.530e+2
0.294, -1.046e-4, -5.929e-3, 6.535e+2
0.293, -1.051e-4, -5.982e-3, 6.540e+2
0.292, -1.055e-4, -6.034e-3, 6.545e+2
